# Region type : patch pressure_outlet
# Faces       : 11534
# Area        : 3.696967e-03
# Scale factor: 1.000000e+00
# Time        	areaAverage(U)
70            	(-1.326037e-06 -1.809044e-05 9.985331e-04)
71            	(-1.546626e-06 -1.831067e-05 1.001201e-03)
72            	(-8.367847e-07 -2.081630e-05 1.000425e-03)
73            	(1.581426e-07 -2.528162e-05 9.986398e-04)
74            	(2.521516e-06 -4.348249e-05 1.001119e-03)
75            	(5.128219e-06 -6.650808e-05 1.002605e-03)
76            	(7.776133e-06 -8.671958e-05 9.991137e-04)
77            	(9.643803e-06 -1.057347e-04 9.931774e-04)
78            	(1.297122e-05 -1.303489e-04 9.885779e-04)
79            	(1.195403e-05 -1.320265e-04 9.843547e-04)
80            	(7.844351e-06 -1.138436e-04 9.879386e-04)
81            	(7.958171e-06 -1.075017e-04 9.953353e-04)
82            	(5.779956e-06 -9.971438e-05 1.000045e-03)
83            	(5.512565e-06 -9.999270e-05 1.011059e-03)
84            	(3.655500e-06 -1.004290e-04 1.014516e-03)
85            	(2.996089e-06 -9.472400e-05 1.008755e-03)
86            	(-9.217182e-07 -9.360091e-05 1.002760e-03)
87            	(-1.581166e-06 -9.347187e-05 9.978050e-04)
88            	(-1.721931e-06 -9.476545e-05 9.997694e-04)
89            	(3.519350e-06 -9.124645e-05 1.000076e-03)
90            	(5.563765e-06 -9.174718e-05 1.005119e-03)
91            	(4.591407e-06 -8.817418e-05 1.002542e-03)
92            	(5.219027e-06 -8.457950e-05 1.001540e-03)
93            	(4.573646e-06 -8.275702e-05 9.957980e-04)
94            	(4.664899e-06 -8.220518e-05 9.988617e-04)
95            	(3.631247e-06 -8.189441e-05 1.001694e-03)
96            	(3.718538e-06 -8.266351e-05 1.001777e-03)
97            	(3.195744e-06 -8.407375e-05 1.001353e-03)
98            	(2.498540e-06 -8.380002e-05 9.996305e-04)
99            	(2.151947e-06 -8.488344e-05 1.000672e-03)
100           	(1.724258e-06 -8.541222e-05 1.001220e-03)
101           	(1.393350e-06 -8.535016e-05 1.001324e-03)
102           	(1.242045e-06 -8.581448e-05 1.000833e-03)
103           	(1.171536e-06 -8.633478e-05 1.000417e-03)
104           	(1.276746e-06 -8.714352e-05 1.000696e-03)
105           	(1.344543e-06 -8.774716e-05 1.000421e-03)
106           	(1.622492e-06 -8.855003e-05 1.000312e-03)
107           	(1.942383e-06 -8.921935e-05 1.000229e-03)
108           	(2.032386e-06 -9.039046e-05 1.000222e-03)
109           	(2.112227e-06 -9.106837e-05 1.000080e-03)
110           	(2.111797e-06 -9.182781e-05 1.000198e-03)
111           	(2.210119e-06 -9.231181e-05 1.000297e-03)
112           	(2.252963e-06 -9.291656e-05 1.000363e-03)
113           	(2.269564e-06 -9.353840e-05 1.000017e-03)
114           	(2.439203e-06 -9.409747e-05 1.000188e-03)
115           	(2.490237e-06 -9.472189e-05 1.000179e-03)
116           	(2.504573e-06 -9.533282e-05 1.000086e-03)
117           	(2.477166e-06 -9.589024e-05 1.000110e-03)
118           	(2.483523e-06 -9.642518e-05 1.000100e-03)
119           	(2.409268e-06 -9.711512e-05 1.000057e-03)
120           	(2.411998e-06 -9.771705e-05 1.000107e-03)
121           	(2.371086e-06 -9.838070e-05 1.000075e-03)
122           	(2.341402e-06 -9.927749e-05 1.000044e-03)
123           	(2.377500e-06 -9.964559e-05 1.000093e-03)
124           	(2.357329e-06 -1.005387e-04 1.000326e-03)
125           	(2.315477e-06 -1.011904e-04 9.998578e-04)
126           	(2.270316e-06 -1.020562e-04 1.000309e-03)
127           	(2.163170e-06 -1.027642e-04 1.000130e-03)
128           	(2.135963e-06 -1.034270e-04 1.000101e-03)
129           	(1.816527e-06 -1.030875e-04 1.000236e-03)
130           	(1.981654e-06 -1.037111e-04 1.000495e-03)
131           	(2.043947e-06 -1.044238e-04 9.998494e-04)
132           	(1.751172e-06 -1.042668e-04 9.998960e-04)
133           	(1.697319e-06 -1.051130e-04 1.000736e-03)
134           	(1.708781e-06 -1.061274e-04 9.998322e-04)
135           	(1.386171e-06 -1.055187e-04 9.997468e-04)
136           	(1.232734e-06 -1.075946e-04 1.000986e-03)
137           	(1.244581e-06 -1.093644e-04 9.995469e-04)
138           	(6.539760e-07 -1.086944e-04 9.995625e-04)
139           	(8.701989e-07 -1.097126e-04 1.001314e-03)
140           	(6.095334e-07 -1.097642e-04 9.995199e-04)
141           	(4.962844e-07 -1.121617e-04 1.000635e-03)
142           	(6.086828e-07 -1.114001e-04 9.990873e-04)
143           	(3.787046e-07 -1.140800e-04 1.001332e-03)
144           	(8.989804e-07 -1.131396e-04 9.982897e-04)
145           	(1.097653e-06 -1.144346e-04 1.001119e-03)
146           	(1.126733e-06 -1.147394e-04 1.000398e-03)
147           	(2.920519e-06 -1.264514e-04 9.989667e-04)
148           	(5.650765e-06 -1.465472e-04 1.001177e-03)
149           	(7.691925e-06 -1.646624e-04 1.001661e-03)
150           	(1.058909e-05 -1.845181e-04 9.975733e-04)
151           	(1.253096e-05 -2.038330e-04 9.922094e-04)
152           	(1.516167e-05 -2.291145e-04 9.883870e-04)
153           	(1.129355e-05 -2.110419e-04 9.840260e-04)
154           	(9.387393e-06 -1.852924e-04 9.900588e-04)
155           	(8.444206e-06 -1.989899e-04 9.996036e-04)
156           	(8.080006e-06 -1.953174e-04 1.003076e-03)
157           	(6.168391e-06 -1.942835e-04 1.015791e-03)
158           	(5.571259e-06 -1.990941e-04 1.014129e-03)
159           	(4.339780e-06 -1.921810e-04 1.003834e-03)
160           	(1.104198e-06 -1.926301e-04 1.000836e-03)
161           	(3.432704e-07 -1.905601e-04 1.001461e-03)
162           	(4.342725e-06 -1.933204e-04 9.985727e-04)
163           	(5.185908e-06 -1.880090e-04 9.993094e-04)
164           	(6.717918e-06 -1.863070e-04 1.006572e-03)
165           	(6.296984e-06 -1.831835e-04 1.002645e-03)
166           	(6.454810e-06 -1.782642e-04 9.975405e-04)
167           	(6.110989e-06 -1.749449e-04 9.977444e-04)
168           	(6.110932e-06 -1.749516e-04 1.001065e-03)
169           	(5.042728e-06 -1.734049e-04 1.001257e-03)
170           	(4.849100e-06 -1.734467e-04 1.002605e-03)
171           	(4.202989e-06 -1.722479e-04 1.000193e-03)
172           	(3.597751e-06 -1.727088e-04 9.995424e-04)
173           	(3.037134e-06 -1.707952e-04 1.001207e-03)
174           	(2.635437e-06 -1.699173e-04 1.002267e-03)
175           	(2.589633e-06 -1.686838e-04 1.000120e-03)
176           	(2.423829e-06 -1.685372e-04 1.000546e-03)
177           	(2.501538e-06 -1.678352e-04 1.001148e-03)
178           	(2.464071e-06 -1.674101e-04 9.999028e-04)
179           	(2.491584e-06 -1.672271e-04 1.000663e-03)
180           	(2.554974e-06 -1.662220e-04 9.999365e-04)
181           	(2.578032e-06 -1.653955e-04 1.000366e-03)
182           	(2.512082e-06 -1.649267e-04 1.000204e-03)
183           	(2.421343e-06 -1.643618e-04 1.000556e-03)
184           	(2.383175e-06 -1.638065e-04 9.998380e-04)
185           	(2.313478e-06 -1.632161e-04 1.000372e-03)
186           	(2.150114e-06 -1.628183e-04 1.000027e-03)
187           	(2.027487e-06 -1.620251e-04 1.000278e-03)
188           	(1.969135e-06 -1.616712e-04 9.999150e-04)
189           	(1.882384e-06 -1.609445e-04 1.000314e-03)
190           	(1.866342e-06 -1.607829e-04 9.998532e-04)
191           	(1.868093e-06 -1.603517e-04 1.000200e-03)
192           	(1.929619e-06 -1.601010e-04 1.000214e-03)
193           	(1.871350e-06 -1.595838e-04 9.998524e-04)
194           	(1.935080e-06 -1.590097e-04 1.000050e-03)
195           	(1.919836e-06 -1.586144e-04 1.000109e-03)
196           	(1.799133e-06 -1.581357e-04 9.999793e-04)
197           	(1.738366e-06 -1.577849e-04 1.000032e-03)
198           	(1.721796e-06 -1.573678e-04 1.000119e-03)
199           	(1.658817e-06 -1.568962e-04 9.999820e-04)
200           	(1.551685e-06 -1.565544e-04 1.000039e-03)
201           	(1.489342e-06 -1.563186e-04 1.000068e-03)
202           	(1.425903e-06 -1.560666e-04 1.000051e-03)
203           	(1.346550e-06 -1.558765e-04 9.999801e-04)
204           	(1.327109e-06 -1.553600e-04 1.000090e-03)
205           	(1.270834e-06 -1.552640e-04 1.000120e-03)
206           	(1.137312e-06 -1.550242e-04 1.000047e-03)
207           	(1.016762e-06 -1.549174e-04 1.000086e-03)
208           	(9.755103e-07 -1.548077e-04 1.000130e-03)
209           	(7.880812e-07 -1.547370e-04 1.000127e-03)
210           	(7.000223e-07 -1.546666e-04 1.000066e-03)
211           	(6.224430e-07 -1.544765e-04 1.000151e-03)
212           	(3.025282e-07 -1.534267e-04 1.000240e-03)
213           	(3.784273e-07 -1.533173e-04 1.000313e-03)
214           	(3.475151e-07 -1.533060e-04 9.999024e-04)
215           	(-2.456606e-08 -1.523622e-04 9.999679e-04)
216           	(-5.928250e-08 -1.526994e-04 1.000569e-03)
217           	(-8.763146e-08 -1.531491e-04 9.998919e-04)
218           	(-5.254851e-07 -1.521577e-04 9.998983e-04)
219           	(-7.262441e-07 -1.533688e-04 1.000706e-03)
220           	(-6.189340e-07 -1.545955e-04 9.996438e-04)
221           	(-1.048925e-06 -1.531669e-04 9.997016e-04)
222           	(-6.644711e-07 -1.546286e-04 1.001171e-03)
223           	(-1.112920e-06 -1.531375e-04 9.994994e-04)
224           	(-1.486801e-06 -1.541152e-04 1.000611e-03)
225           	(-1.335358e-06 -1.534526e-04 9.993282e-04)
226           	(-1.550432e-06 -1.554394e-04 1.001157e-03)
227           	(-1.240019e-06 -1.545154e-04 9.986767e-04)
228           	(-1.858494e-06 -1.540539e-04 1.001255e-03)
229           	(-1.299959e-06 -1.550640e-04 1.000496e-03)
230           	(-2.104939e-07 -1.591587e-04 9.989362e-04)
231           	(1.949968e-06 -1.768099e-04 1.000987e-03)
232           	(4.386793e-06 -1.993169e-04 1.002628e-03)
233           	(7.387678e-06 -2.191427e-04 9.994216e-04)
234           	(9.407287e-06 -2.379248e-04 9.931370e-04)
235           	(1.208465e-05 -2.622380e-04 9.880517e-04)
236           	(1.073881e-05 -2.630092e-04 9.839188e-04)
237           	(8.355211e-06 -2.391182e-04 9.881511e-04)
238           	(7.161472e-06 -2.390579e-04 9.987208e-04)
239           	(5.160905e-06 -2.331583e-04 1.000994e-03)
240           	(5.102872e-06 -2.354792e-04 1.011777e-03)
241           	(3.199230e-06 -2.377640e-04 1.014849e-03)
242           	(2.591948e-06 -2.315850e-04 1.009690e-03)
243           	(-1.503776e-06 -2.309669e-04 1.001039e-03)
244           	(-2.248104e-06 -2.296975e-04 1.000023e-03)
245           	(-2.242480e-06 -2.309526e-04 9.983514e-04)
246           	(2.965686e-06 -2.262362e-04 1.000106e-03)
247           	(5.050406e-06 -2.251758e-04 1.006423e-03)
248           	(4.007451e-06 -2.211555e-04 1.002243e-03)
249           	(4.576816e-06 -2.164663e-04 1.001282e-03)
250           	(3.897765e-06 -2.132374e-04 9.963505e-04)
251           	(3.679379e-06 -2.098989e-04 9.984924e-04)
252           	(2.677707e-06 -2.089799e-04 1.001748e-03)
253           	(2.712559e-06 -2.076221e-04 1.001751e-03)
254           	(1.850633e-06 -2.076648e-04 1.001677e-03)
255           	(1.082616e-06 -2.061138e-04 9.993578e-04)
256           	(6.251410e-07 -2.046156e-04 1.000808e-03)
257           	(1.847416e-07 -2.037149e-04 1.001581e-03)
258           	(-7.621392e-08 -2.021248e-04 1.001007e-03)
259           	(-2.622366e-07 -2.012152e-04 1.000760e-03)
260           	(-2.758607e-07 -2.002245e-04 1.000555e-03)
261           	(-4.019816e-07 -1.999573e-04 1.000710e-03)
262           	(-5.778742e-07 -1.983904e-04 1.000179e-03)
263           	(-5.259596e-07 -1.973888e-04 1.000484e-03)
264           	(-5.106017e-07 -1.964697e-04 1.000336e-03)
265           	(-5.321985e-07 -1.957591e-04 1.000454e-03)
266           	(-7.385520e-07 -1.947471e-04 1.000140e-03)
267           	(-8.802604e-07 -1.942460e-04 1.000558e-03)
268           	(-8.639532e-07 -1.933954e-04 9.998656e-04)
269           	(-9.729685e-07 -1.924578e-04 1.000540e-03)
270           	(-1.048095e-06 -1.918505e-04 1.000026e-03)
271           	(-9.629270e-07 -1.912578e-04 1.000297e-03)
272           	(-1.001356e-06 -1.907346e-04 9.998980e-04)
273           	(-9.384298e-07 -1.898339e-04 1.000352e-03)
274           	(-9.649718e-07 -1.891745e-04 9.999176e-04)
275           	(-9.742735e-07 -1.883051e-04 1.000313e-03)
276           	(-1.059117e-06 -1.876052e-04 9.999711e-04)
277           	(-1.091833e-06 -1.873085e-04 1.000300e-03)
278           	(-1.264676e-06 -1.866375e-04 1.000195e-03)
279           	(-1.346022e-06 -1.861744e-04 1.000014e-03)
280           	(-1.490401e-06 -1.857231e-04 1.000117e-03)
281           	(-1.519898e-06 -1.853501e-04 1.000110e-03)
282           	(-1.659007e-06 -1.847725e-04 1.000060e-03)
283           	(-1.710037e-06 -1.844296e-04 1.000171e-03)
284           	(-1.863488e-06 -1.841474e-04 1.000192e-03)
285           	(-2.022947e-06 -1.838097e-04 1.000099e-03)
286           	(-2.181325e-06 -1.836648e-04 1.000181e-03)
287           	(-2.321609e-06 -1.833771e-04 1.000148e-03)
288           	(-2.761367e-06 -1.822131e-04 1.000227e-03)
289           	(-2.679625e-06 -1.818768e-04 1.000414e-03)
290           	(-2.713377e-06 -1.818880e-04 9.999607e-04)
291           	(-3.076454e-06 -1.804311e-04 9.998334e-04)
292           	(-3.165065e-06 -1.805529e-04 1.000765e-03)
293           	(-3.197724e-06 -1.807740e-04 9.999216e-04)
294           	(-3.602725e-06 -1.791184e-04 9.997800e-04)
295           	(-3.896472e-06 -1.800805e-04 1.000842e-03)
296           	(-3.835641e-06 -1.812662e-04 9.997353e-04)
297           	(-4.467586e-06 -1.796874e-04 9.995791e-04)
298           	(-4.251671e-06 -1.802921e-04 1.001081e-03)
299           	(-4.691354e-06 -1.789101e-04 9.995471e-04)
300           	(-5.067019e-06 -1.805827e-04 1.000726e-03)
301           	(-4.788259e-06 -1.793602e-04 9.988467e-04)
302           	(-5.354717e-06 -1.787006e-04 1.001275e-03)
303           	(-4.748673e-06 -1.783898e-04 1.000451e-03)
304           	(-4.141214e-06 -1.800298e-04 9.991835e-04)
305           	(-2.764472e-06 -1.854223e-04 1.000621e-03)
306           	(-6.819691e-07 -2.052911e-04 1.002532e-03)
307           	(2.423501e-06 -2.296613e-04 1.001465e-03)
308           	(4.801365e-06 -2.486482e-04 9.969694e-04)
309           	(8.126444e-06 -2.719415e-04 9.913611e-04)
310           	(9.552587e-06 -2.965077e-04 9.863138e-04)
311           	(4.922718e-06 -2.651915e-04 9.830173e-04)
312           	(5.037497e-06 -2.630985e-04 9.892976e-04)
313           	(1.602866e-06 -2.475701e-04 9.977122e-04)
314           	(3.155821e-06 -2.524535e-04 1.011507e-03)
315           	(3.194549e-07 -2.474928e-04 1.015712e-03)
316           	(-3.364749e-07 -2.551247e-04 1.014288e-03)
317           	(-1.922662e-06 -2.516063e-04 1.003228e-03)
318           	(-5.141801e-06 -2.508730e-04 1.001772e-03)
319           	(-5.527480e-06 -2.524501e-04 1.002384e-03)
320           	(-2.023004e-06 -2.512450e-04 9.980078e-04)
321           	(-5.164100e-07 -2.484797e-04 1.001564e-03)
322           	(1.023986e-06 -2.476173e-04 1.006790e-03)
323           	(8.788681e-07 -2.432035e-04 1.001679e-03)
324           	(7.581774e-07 -2.380956e-04 9.974667e-04)
325           	(1.155863e-07 -2.348135e-04 9.985462e-04)
326           	(-1.445955e-07 -2.349130e-04 1.000162e-03)
327           	(-1.212692e-06 -2.319523e-04 1.000594e-03)
328           	(-1.578565e-06 -2.331292e-04 1.003645e-03)
329           	(-2.202485e-06 -2.315093e-04 9.998939e-04)
330           	(-2.629427e-06 -2.299026e-04 9.991687e-04)
331           	(-3.126253e-06 -2.288434e-04 1.002123e-03)
332           	(-3.285306e-06 -2.274362e-04 1.001488e-03)
333           	(-3.368583e-06 -2.258031e-04 1.000180e-03)
334           	(-3.440166e-06 -2.255783e-04 1.000884e-03)
335           	(-3.595785e-06 -2.237365e-04 1.000666e-03)
336           	(-3.697557e-06 -2.225511e-04 1.000220e-03)
337           	(-3.678752e-06 -2.211200e-04 1.000640e-03)
338           	(-3.652483e-06 -2.200308e-04 1.000190e-03)
339           	(-3.775937e-06 -2.191965e-04 1.000189e-03)
340           	(-3.871329e-06 -2.180258e-04 1.000216e-03)
341           	(-3.979064e-06 -2.169367e-04 1.000190e-03)
342           	(-4.079316e-06 -2.160414e-04 1.000361e-03)
343           	(-4.094642e-06 -2.152949e-04 1.000017e-03)
344           	(-4.101569e-06 -2.141572e-04 1.000143e-03)
345           	(-4.081076e-06 -2.133311e-04 1.000177e-03)
346           	(-4.071112e-06 -2.122535e-04 1.000117e-03)
347           	(-4.115766e-06 -2.112907e-04 1.000092e-03)
348           	(-4.173306e-06 -2.105597e-04 1.000185e-03)
349           	(-4.179943e-06 -2.095710e-04 9.999282e-04)
350           	(-4.205944e-06 -2.087183e-04 1.000354e-03)
351           	(-4.181650e-06 -2.077101e-04 9.997392e-04)
352           	(-4.267208e-06 -2.066899e-04 1.000305e-03)
353           	(-4.336875e-06 -2.059279e-04 9.998035e-04)
354           	(-4.399024e-06 -2.052749e-04 1.000188e-03)
355           	(-4.393984e-06 -2.046987e-04 1.000145e-03)
356           	(-4.466186e-06 -2.039401e-04 9.996176e-04)
357           	(-4.468735e-06 -2.032250e-04 1.000321e-03)
358           	(-4.570614e-06 -2.023986e-04 1.000131e-03)
359           	(-4.590174e-06 -2.018467e-04 9.999062e-04)
360           	(-4.661594e-06 -2.012289e-04 1.000080e-03)
361           	(-4.669572e-06 -2.007922e-04 1.000099e-03)
362           	(-4.765072e-06 -2.000551e-04 9.999569e-04)
363           	(-4.812694e-06 -1.996284e-04 1.000073e-03)
364           	(-4.924888e-06 -1.990282e-04 1.000073e-03)
365           	(-5.022979e-06 -1.986909e-04 1.000123e-03)
366           	(-5.130907e-06 -1.980456e-04 1.000013e-03)
367           	(-5.242896e-06 -1.977381e-04 1.000116e-03)
368           	(-5.402161e-06 -1.973928e-04 1.000169e-03)
369           	(-5.424103e-06 -1.968669e-04 1.000014e-03)
370           	(-5.742124e-06 -1.954918e-04 1.000146e-03)
371           	(-5.693427e-06 -1.949048e-04 1.000514e-03)
372           	(-5.682931e-06 -1.947379e-04 9.998367e-04)
373           	(-5.876073e-06 -1.936445e-04 9.997479e-04)
374           	(-5.902663e-06 -1.937079e-04 1.000732e-03)
375           	(-5.903443e-06 -1.938549e-04 9.998821e-04)
376           	(-6.346906e-06 -1.924090e-04 9.997084e-04)
377           	(-6.770156e-06 -1.933092e-04 1.000866e-03)
378           	(-6.656687e-06 -1.944196e-04 9.995730e-04)
379           	(-7.070327e-06 -1.924588e-04 9.994267e-04)
380           	(-6.826723e-06 -1.932419e-04 1.001284e-03)
381           	(-7.165879e-06 -1.918504e-04 9.994931e-04)
382           	(-7.405707e-06 -1.928921e-04 1.000559e-03)
383           	(-7.098979e-06 -1.918106e-04 9.990943e-04)
384           	(-7.358272e-06 -1.940850e-04 1.001328e-03)
385           	(-6.984960e-06 -1.921619e-04 9.981352e-04)
386           	(-6.820578e-06 -1.924663e-04 1.001015e-03)
387           	(-6.862931e-06 -1.921551e-04 1.000472e-03)
388           	(-5.174841e-06 -2.034016e-04 9.988723e-04)
389           	(-3.112957e-06 -2.215962e-04 1.001152e-03)
390           	(-1.181033e-06 -2.393015e-04 1.001720e-03)
391           	(1.987187e-06 -2.584563e-04 9.975536e-04)
392           	(3.160463e-06 -2.774571e-04 9.920487e-04)
393           	(5.451058e-06 -3.021718e-04 9.881876e-04)
394           	(3.463623e-06 -2.877482e-04 9.838555e-04)
395           	(3.107966e-07 -2.586631e-04 9.897726e-04)
396           	(-8.165299e-07 -2.655547e-04 1.000732e-03)
397           	(-7.009650e-07 -2.661577e-04 1.003347e-03)
398           	(-2.417488e-06 -2.634951e-04 1.013445e-03)
399           	(-2.903951e-06 -2.664587e-04 1.012988e-03)
400           	(-3.485635e-06 -2.613939e-04 1.005090e-03)
401           	(-7.101867e-06 -2.594913e-04 1.002220e-03)
402           	(-7.536110e-06 -2.599474e-04 9.991364e-04)
403           	(-3.729344e-06 -2.607147e-04 9.994902e-04)
404           	(-2.522287e-06 -2.560011e-04 1.001281e-03)
405           	(-1.265363e-06 -2.553516e-04 1.004878e-03)
406           	(-1.704948e-06 -2.511999e-04 1.002437e-03)
407           	(-1.312254e-06 -2.441957e-04 9.989647e-04)
408           	(-1.734392e-06 -2.425063e-04 9.974893e-04)
409           	(-1.864293e-06 -2.412575e-04 9.999251e-04)
410           	(-2.656457e-06 -2.387766e-04 1.002349e-03)
411           	(-3.099568e-06 -2.388105e-04 1.002475e-03)
412           	(-3.540740e-06 -2.367198e-04 9.993943e-04)
413           	(-3.966654e-06 -2.355011e-04 1.000302e-03)
414           	(-4.533024e-06 -2.349647e-04 1.001472e-03)
415           	(-5.030228e-06 -2.320246e-04 1.001041e-03)
416           	(-5.177641e-06 -2.304031e-04 1.000987e-03)
417           	(-5.215397e-06 -2.291125e-04 1.000777e-03)
418           	(-5.211957e-06 -2.277782e-04 1.000039e-03)
419           	(-5.201452e-06 -2.263845e-04 1.000727e-03)
420           	(-4.935705e-06 -2.251838e-04 1.000171e-03)
421           	(-4.887683e-06 -2.244057e-04 1.000331e-03)
422           	(-4.863726e-06 -2.229135e-04 1.000187e-03)
423           	(-4.781285e-06 -2.211109e-04 9.998569e-04)
424           	(-4.876161e-06 -2.200257e-04 1.000591e-03)
425           	(-4.928142e-06 -2.183798e-04 9.998398e-04)
426           	(-4.919664e-06 -2.176372e-04 1.000469e-03)
427           	(-5.018234e-06 -2.159589e-04 9.998672e-04)
428           	(-5.078617e-06 -2.148053e-04 1.000337e-03)
429           	(-5.107163e-06 -2.136084e-04 1.000204e-03)
430           	(-5.129745e-06 -2.123519e-04 9.999573e-04)
431           	(-5.100515e-06 -2.112802e-04 9.999394e-04)
432           	(-5.089696e-06 -2.103796e-04 1.000071e-03)
433           	(-5.117677e-06 -2.096485e-04 9.999545e-04)
434           	(-5.045756e-06 -2.085797e-04 9.999452e-04)
435           	(-4.951410e-06 -2.073168e-04 1.000001e-03)
436           	(-4.931882e-06 -2.062227e-04 1.000067e-03)
437           	(-4.963466e-06 -2.052296e-04 9.999220e-04)
438           	(-4.872215e-06 -2.040124e-04 1.000043e-03)
439           	(-4.898827e-06 -2.030289e-04 1.000032e-03)
440           	(-4.872529e-06 -2.018654e-04 9.999703e-04)
441           	(-4.863816e-06 -2.011688e-04 1.000000e-03)
442           	(-4.945554e-06 -2.000308e-04 9.999774e-04)
443           	(-4.955068e-06 -1.993211e-04 1.000006e-03)
444           	(-5.018752e-06 -1.983124e-04 9.999696e-04)
445           	(-5.035090e-06 -1.976592e-04 1.000029e-03)
446           	(-5.105184e-06 -1.968234e-04 9.999786e-04)
447           	(-5.091101e-06 -1.961988e-04 9.999793e-04)
448           	(-5.135246e-06 -1.951491e-04 1.000015e-03)
449           	(-5.130888e-06 -1.943270e-04 1.000057e-03)
450           	(-5.178915e-06 -1.936071e-04 1.000038e-03)
451           	(-5.278254e-06 -1.929841e-04 1.000108e-03)
452           	(-5.297746e-06 -1.922760e-04 9.999865e-04)
453           	(-5.397901e-06 -1.917663e-04 1.000065e-03)
