# Region type : patch pressure_outlet
# Faces       : 11534
# Area        : 3.696967e-03
# Scale factor: 1.000000e+00
# Time        	areaAverage(U)
216           	(-1.720239e-06 -1.181409e-04 1.002988e-03)
217           	(-1.734079e-06 -1.150289e-04 1.000934e-03)
218           	(-2.448917e-06 -1.163033e-04 9.997479e-04)
219           	(-3.045794e-06 -1.097167e-04 9.999324e-04)
220           	(-4.266842e-06 -1.082934e-04 1.000441e-03)
221           	(-4.782778e-06 -1.088343e-04 9.992027e-04)
222           	(-5.510635e-06 -1.097431e-04 9.978561e-04)
223           	(-5.094399e-06 -1.126613e-04 9.980655e-04)
224           	(-6.535689e-06 -1.116221e-04 1.000083e-03)
225           	(-6.168596e-06 -1.151884e-04 1.001740e-03)
226           	(-6.761438e-06 -1.162314e-04 1.001253e-03)
227           	(-7.264330e-06 -1.172056e-04 1.000946e-03)
228           	(-8.033932e-06 -1.179939e-04 1.000691e-03)
229           	(-8.502366e-06 -1.192810e-04 1.000690e-03)
230           	(-8.877945e-06 -1.199957e-04 1.000884e-03)
231           	(-9.145073e-06 -1.212717e-04 1.001124e-03)
232           	(-9.348384e-06 -1.219467e-04 1.001242e-03)
233           	(-8.857589e-06 -1.226371e-04 1.001102e-03)
234           	(-8.830794e-06 -1.225683e-04 1.000977e-03)
235           	(-8.810571e-06 -1.230178e-04 1.000749e-03)
236           	(-8.849528e-06 -1.232707e-04 1.000649e-03)
237           	(-8.761674e-06 -1.238256e-04 1.000624e-03)
238           	(-8.807547e-06 -1.243309e-04 1.000675e-03)
239           	(-8.746748e-06 -1.245388e-04 1.000682e-03)
240           	(-9.208394e-06 -1.225195e-04 1.000634e-03)
241           	(-9.165353e-06 -1.243866e-04 1.000931e-03)
242           	(-9.208878e-06 -1.253704e-04 1.000150e-03)
243           	(-9.448911e-06 -1.227549e-04 9.995568e-04)
244           	(-9.760238e-06 -1.228436e-04 1.000302e-03)
245           	(-9.761939e-06 -1.232613e-04 1.000522e-03)
246           	(-9.837788e-06 -1.234197e-04 1.000306e-03)
247           	(-9.657057e-06 -1.253099e-04 1.000090e-03)
248           	(-8.978932e-06 -1.275063e-04 1.000305e-03)
249           	(-8.217097e-06 -1.377769e-04 1.000700e-03)
250           	(-6.270126e-06 -1.480323e-04 1.001782e-03)
251           	(-4.134225e-06 -1.589479e-04 1.002017e-03)
252           	(-2.189044e-06 -1.722826e-04 1.000657e-03)
253           	(-9.457337e-07 -1.851646e-04 9.974021e-04)
254           	(8.153832e-07 -1.990078e-04 9.935148e-04)
255           	(2.087136e-06 -2.123939e-04 9.904752e-04)
256           	(2.956627e-06 -2.260649e-04 9.882925e-04)
257           	(-4.428564e-06 -1.931909e-04 9.875078e-04)
258           	(-5.462658e-06 -2.054442e-04 9.898260e-04)
259           	(-5.053709e-06 -2.045658e-04 9.915436e-04)
260           	(-6.362584e-06 -2.051856e-04 9.954492e-04)
261           	(-7.383924e-06 -1.630847e-04 9.983952e-04)
262           	(-7.027284e-06 -1.754599e-04 1.004146e-03)
263           	(-9.557185e-06 -1.755012e-04 1.007375e-03)
264           	(-8.809590e-06 -1.706014e-04 1.008489e-03)
265           	(-1.139363e-05 -1.573289e-04 1.010878e-03)
266           	(-9.622848e-06 -1.532203e-04 1.011150e-03)
267           	(-6.658270e-06 -1.503742e-04 1.007538e-03)
268           	(-5.666565e-06 -1.438208e-04 1.004020e-03)
269           	(-5.332943e-06 -1.451596e-04 1.002235e-03)
270           	(-6.176692e-06 -1.433367e-04 9.995614e-04)
271           	(-7.798717e-06 -1.385052e-04 9.995161e-04)
272           	(-8.136865e-06 -1.343408e-04 1.000577e-03)
273           	(-9.100682e-06 -1.330423e-04 1.000085e-03)
274           	(-9.630522e-06 -1.335188e-04 9.988890e-04)
275           	(-9.346665e-06 -1.358550e-04 9.979834e-04)
276           	(-1.024508e-05 -1.369001e-04 9.983010e-04)
277           	(-9.748407e-06 -1.404584e-04 1.000455e-03)
278           	(-1.006187e-05 -1.418608e-04 1.001490e-03)
279           	(-1.046528e-05 -1.424787e-04 1.001818e-03)
280           	(-1.072788e-05 -1.432419e-04 1.001508e-03)
281           	(-1.129422e-05 -1.438169e-04 1.000902e-03)
282           	(-1.160107e-05 -1.447126e-04 1.000530e-03)
283           	(-1.176658e-05 -1.456918e-04 1.000525e-03)
284           	(-1.195546e-05 -1.465941e-04 1.000693e-03)
285           	(-1.201141e-05 -1.471715e-04 1.000837e-03)
286           	(-1.188088e-05 -1.478950e-04 1.000877e-03)
287           	(-1.146029e-05 -1.481482e-04 1.000743e-03)
288           	(-1.152958e-05 -1.485432e-04 1.000676e-03)
289           	(-1.114868e-05 -1.487888e-04 1.000543e-03)
290           	(-1.093674e-05 -1.492098e-04 1.000451e-03)
291           	(-1.097832e-05 -1.498439e-04 1.000462e-03)
292           	(-1.094914e-05 -1.501454e-04 1.000459e-03)
293           	(-1.089546e-05 -1.506593e-04 1.000455e-03)
294           	(-1.098124e-05 -1.512912e-04 1.000407e-03)
295           	(-1.124020e-05 -1.492479e-04 1.000369e-03)
296           	(-1.119433e-05 -1.510169e-04 1.000683e-03)
297           	(-1.122614e-05 -1.518542e-04 1.000050e-03)
298           	(-1.162935e-05 -1.495776e-04 9.995963e-04)
299           	(-1.180406e-05 -1.498581e-04 1.000186e-03)
300           	(-1.193608e-05 -1.498948e-04 1.000355e-03)
301           	(-1.169455e-05 -1.502013e-04 1.000219e-03)
302           	(-1.155064e-05 -1.502421e-04 1.000035e-03)
303           	(-1.131835e-05 -1.524347e-04 1.000115e-03)
304           	(-1.052848e-05 -1.548151e-04 1.000464e-03)
305           	(-9.285782e-06 -1.655674e-04 1.000809e-03)
306           	(-7.483530e-06 -1.755600e-04 1.001459e-03)
307           	(-5.722743e-06 -1.866903e-04 1.001345e-03)
308           	(-4.533838e-06 -1.991792e-04 9.999451e-04)
309           	(-2.703075e-06 -2.128031e-04 9.969732e-04)
310           	(-5.430097e-07 -2.265487e-04 9.932866e-04)
311           	(1.048417e-06 -2.403056e-04 9.905289e-04)
312           	(2.053370e-06 -2.538120e-04 9.888912e-04)
313           	(-6.443582e-06 -2.188157e-04 9.878600e-04)
314           	(-5.781418e-06 -2.332701e-04 9.902634e-04)
315           	(-5.385791e-06 -2.331962e-04 9.927222e-04)
316           	(-7.496009e-06 -2.331319e-04 9.959666e-04)
317           	(-8.245680e-06 -1.914856e-04 9.990718e-04)
318           	(-8.791870e-06 -2.036216e-04 1.004233e-03)
319           	(-1.045338e-05 -2.023125e-04 1.007036e-03)
320           	(-9.973323e-06 -1.976564e-04 1.008641e-03)
321           	(-1.209232e-05 -1.840038e-04 1.010026e-03)
322           	(-6.426159e-06 -1.800002e-04 1.009963e-03)
323           	(-7.389529e-06 -1.758493e-04 1.006941e-03)
324           	(-7.205456e-06 -1.730570e-04 1.002873e-03)
325           	(-7.358522e-06 -1.707730e-04 1.000735e-03)
326           	(-7.718620e-06 -1.685648e-04 9.995031e-04)
327           	(-8.449463e-06 -1.609950e-04 1.000038e-03)
328           	(-8.999456e-06 -1.594883e-04 1.000877e-03)
329           	(-9.640719e-06 -1.597599e-04 9.994613e-04)
330           	(-1.014256e-05 -1.609745e-04 9.978525e-04)
331           	(-9.737049e-06 -1.636544e-04 9.979238e-04)
332           	(-1.083780e-05 -1.629531e-04 9.999116e-04)
333           	(-1.043019e-05 -1.663934e-04 1.001638e-03)
334           	(-1.090679e-05 -1.671751e-04 1.001234e-03)
335           	(-1.142342e-05 -1.682433e-04 1.000986e-03)
336           	(-1.157822e-05 -1.691382e-04 1.000657e-03)
337           	(-1.203569e-05 -1.702609e-04 1.000553e-03)
338           	(-1.226655e-05 -1.716020e-04 1.000733e-03)
339           	(-1.265250e-05 -1.726427e-04 1.000967e-03)
340           	(-1.260905e-05 -1.736421e-04 1.001133e-03)
341           	(-1.227766e-05 -1.742010e-04 1.001029e-03)
342           	(-1.236233e-05 -1.744166e-04 1.000890e-03)
343           	(-1.199821e-05 -1.748779e-04 1.000708e-03)
344           	(-1.190396e-05 -1.747825e-04 1.000582e-03)
345           	(-1.192535e-05 -1.755587e-04 1.000583e-03)
346           	(-1.174552e-05 -1.758176e-04 1.000582e-03)
347           	(-1.163687e-05 -1.764020e-04 1.000615e-03)
348           	(-1.204669e-05 -1.740553e-04 1.000550e-03)
349           	(-1.212684e-05 -1.759564e-04 1.000796e-03)
350           	(-1.192911e-05 -1.769686e-04 1.000094e-03)
351           	(-1.242956e-05 -1.748321e-04 9.995863e-04)
352           	(-1.252898e-05 -1.746977e-04 1.000253e-03)
353           	(-1.258900e-05 -1.750811e-04 1.000457e-03)
354           	(-1.234937e-05 -1.754070e-04 1.000270e-03)
355           	(-1.232053e-05 -1.757919e-04 1.000090e-03)
356           	(-1.151582e-05 -1.780413e-04 1.000161e-03)
357           	(-1.084922e-05 -1.875994e-04 1.000712e-03)
358           	(-9.585507e-06 -1.955534e-04 1.001663e-03)
359           	(-7.632616e-06 -2.057116e-04 1.001586e-03)
360           	(-5.830928e-06 -2.174798e-04 1.001099e-03)
361           	(-4.265054e-06 -2.315198e-04 9.986068e-04)
362           	(-2.851176e-06 -2.443197e-04 9.950292e-04)
363           	(-1.102733e-06 -2.577919e-04 9.916553e-04)
364           	(1.985084e-07 -2.721072e-04 9.893161e-04)
365           	(-2.842790e-07 -2.830052e-04 9.881067e-04)
366           	(-5.871736e-06 -2.550715e-04 9.886726e-04)
367           	(-8.779155e-06 -2.573077e-04 9.909567e-04)
368           	(-8.754628e-06 -2.664952e-04 9.939929e-04)
369           	(-1.294785e-05 -2.369215e-04 9.958664e-04)
370           	(-1.138877e-05 -2.251269e-04 1.001839e-03)
371           	(-1.158319e-05 -2.335181e-04 1.006769e-03)
372           	(-1.438848e-05 -2.287446e-04 1.007380e-03)
373           	(-1.434052e-05 -2.082868e-04 1.009402e-03)
374           	(-1.371243e-05 -2.114088e-04 1.011041e-03)
375           	(-7.805713e-06 -2.063251e-04 1.008265e-03)
376           	(-7.750342e-06 -1.990886e-04 1.004397e-03)
377           	(-7.271606e-06 -1.971574e-04 1.003309e-03)
378           	(-7.184227e-06 -1.951699e-04 1.000862e-03)
379           	(-9.113492e-06 -1.931600e-04 1.000022e-03)
380           	(-9.492449e-06 -1.866213e-04 1.000134e-03)
381           	(-1.049543e-05 -1.852896e-04 1.000059e-03)
382           	(-1.100490e-05 -1.851456e-04 9.987830e-04)
383           	(-1.113237e-05 -1.870383e-04 9.981337e-04)
384           	(-1.159544e-05 -1.883639e-04 9.983918e-04)
385           	(-1.192806e-05 -1.892226e-04 1.000393e-03)
386           	(-1.192176e-05 -1.920257e-04 1.001326e-03)
387           	(-1.229412e-05 -1.924557e-04 1.000984e-03)
388           	(-1.277591e-05 -1.932133e-04 1.000834e-03)
389           	(-1.308123e-05 -1.944535e-04 1.000651e-03)
390           	(-1.346604e-05 -1.953966e-04 1.000652e-03)
391           	(-1.380195e-05 -1.964105e-04 1.000836e-03)
392           	(-1.368269e-05 -1.973922e-04 1.001037e-03)
393           	(-1.397005e-05 -1.983804e-04 1.001089e-03)
394           	(-1.342373e-05 -1.989798e-04 1.000927e-03)
395           	(-1.316993e-05 -1.992282e-04 1.000845e-03)
396           	(-1.323623e-05 -1.996685e-04 1.000679e-03)
397           	(-1.290649e-05 -1.999936e-04 1.000571e-03)
398           	(-1.284866e-05 -2.007909e-04 1.000557e-03)
399           	(-1.290307e-05 -2.010688e-04 1.000592e-03)
400           	(-1.287083e-05 -2.018522e-04 1.000547e-03)
401           	(-1.327812e-05 -1.996378e-04 1.000474e-03)
402           	(-1.323670e-05 -2.016934e-04 1.000792e-03)
403           	(-1.307956e-05 -2.029762e-04 1.000052e-03)
404           	(-1.338001e-05 -2.004254e-04 9.994679e-04)
405           	(-1.354684e-05 -2.003945e-04 1.000236e-03)
406           	(-1.354080e-05 -2.003632e-04 1.000508e-03)
407           	(-1.340088e-05 -2.007714e-04 1.000324e-03)
408           	(-1.295578e-05 -2.029034e-04 1.000110e-03)
409           	(-1.253622e-05 -2.048214e-04 1.000332e-03)
410           	(-1.141797e-05 -2.151749e-04 1.000649e-03)
411           	(-9.588049e-06 -2.253662e-04 1.001678e-03)
412           	(-7.508003e-06 -2.364490e-04 1.001910e-03)
413           	(-5.633324e-06 -2.501472e-04 1.000567e-03)
414           	(-4.317407e-06 -2.630005e-04 9.974189e-04)
415           	(-2.557586e-06 -2.768364e-04 9.936008e-04)
416           	(-1.007200e-06 -2.904406e-04 9.906019e-04)
417           	(-1.927594e-07 -3.043743e-04 9.884146e-04)
418           	(-4.595495e-06 -2.900388e-04 9.874966e-04)
419           	(-7.835141e-06 -2.855192e-04 9.888836e-04)
420           	(-7.431605e-06 -2.853616e-04 9.913718e-04)
421           	(-8.897630e-06 -2.858264e-04 9.955120e-04)
422           	(-1.013396e-05 -2.426763e-04 9.978394e-04)
423           	(-9.882246e-06 -2.551118e-04 1.003400e-03)
424           	(-1.241437e-05 -2.552321e-04 1.006803e-03)
425           	(-1.182528e-05 -2.503244e-04 1.008207e-03)
426           	(-1.426265e-05 -2.366370e-04 1.010757e-03)
427           	(-1.247951e-05 -2.320857e-04 1.011299e-03)
428           	(-9.142189e-06 -2.287934e-04 1.007605e-03)
429           	(-8.458061e-06 -2.251311e-04 1.004078e-03)
430           	(-7.845630e-06 -2.226803e-04 1.001657e-03)
431           	(-8.553935e-06 -2.206105e-04 9.996064e-04)
432           	(-1.025407e-05 -2.155639e-04 9.998451e-04)
433           	(-1.081239e-05 -2.111153e-04 1.000858e-03)
434           	(-1.134216e-05 -2.101887e-04 1.000172e-03)
435           	(-1.206414e-05 -2.102770e-04 9.988058e-04)
436           	(-1.187072e-05 -2.126830e-04 9.978942e-04)
437           	(-1.291268e-05 -2.131998e-04 9.982577e-04)
438           	(-1.237330e-05 -2.169817e-04 1.000486e-03)
439           	(-1.276513e-05 -2.181171e-04 1.001541e-03)
440           	(-1.289231e-05 -2.186090e-04 1.001845e-03)
441           	(-1.341252e-05 -2.191257e-04 1.001445e-03)
442           	(-1.379241e-05 -2.195072e-04 1.000852e-03)
443           	(-1.403777e-05 -2.204546e-04 1.000466e-03)
444           	(-1.427278e-05 -2.212924e-04 1.000478e-03)
445           	(-1.448269e-05 -2.223977e-04 1.000655e-03)
446           	(-1.449810e-05 -2.232675e-04 1.000809e-03)
447           	(-1.457740e-05 -2.238644e-04 1.000864e-03)
448           	(-1.420072e-05 -2.244823e-04 1.000746e-03)
449           	(-1.411310e-05 -2.249760e-04 1.000661e-03)
450           	(-1.375777e-05 -2.251826e-04 1.000540e-03)
